"east","north","evi.mean","evi.sd","annual.evi.sd","inter.evi.sd","nat.fres","Urban","Industrial","Quarry","ArtificialVeg","Arable","PermanentCrops","Pasture","HeteroAg","Forest","Scrub","OpenGround","InlandWet","MaritimeWet","InlandWater","Marine"
155000,225000,0.555405241,0.092581437,0.09942741,0.019563197,263.8,0.0142,0,0,0,0,0,0.8107,0.0329,0.0485,0.0391,0,0.0549,0,0,0
155000,235000,0.544267644,0.107600601,0.094510929,0.015980411,257.6,0.0042,0,0,0,3e-04,0,0.7016,0.0194,0.0334,0.0551,0,0.1862,0,0,0
155000,245000,0.571823255,0.097520251,0.091394589,0.014800213,254.2,0,0,0,0,0,0,0.8434,0.0321,0.0132,0.01,0,0.1013,0,0,0
155000,255000,0.527277776,0.103177476,0.090614668,0.015575038,254.7,0,0,0.005,0,0,0,0.6532,0.0552,0.0147,0.012,0,0.2576,0,0.0026,0
155000,265000,0.52551779,0.102728831,0.087173552,0.014819032,250.7,0.005,0,1e-04,0,5e-04,0,0.6376,0.0591,0.0227,0.0317,0,0.2433,0,0,0
155000,275000,0.520522354,0.096081691,0.096258528,0.016131965,263.3,0.0049,0,0.0064,0,0,0,0.7396,0.0509,0.0201,0.066,0,0.1026,0,0.0097,0
155000,285000,0.455228976,0.101251684,0.084153537,0.012992946,264.5,0,0,0,0,0,0,0.4668,0.0066,0.0413,0.0704,0,0.378,0,0.0369,0
155000,295000,0.484362148,0.087269692,0.093183667,0.011992113,270.4,0,0,0,0,0,0,0.5788,0.0965,0.1063,0.0215,0,0.1931,0,0.0039,0
155000,305000,0.454010908,0.095767634,0.089363651,0.015035074,270.4,0,0,0,0,0,0,0.5356,0.0639,0.0417,0.0242,0,0.3349,0,0,0
155000,315000,0.519339621,0.088212344,0.10235813,0.017698033,281.1,0.0155,0,0,0.0027,0,0,0.7203,0.0594,0.019,0.0349,0,0.1482,0,0,0
155000,325000,0.406286423,0.112673646,0.09511167,0.012233824,318.7,0,0,0,0,0,0,0.3056,0.0521,0.117,0.133,0,0.3925,0,0,0
155000,335000,0.568712409,0.164707071,0.115909236,0.013929506,338.3,0,0,0,0,0,0,0.4918,0.0209,0.0055,0,0.0033,0.0023,0.0064,0,0.0102
155000,385000,0.339549238,0.101534585,0.094935955,0.012598926,322.1,0,0,0,0,0,0,0.0188,0.0725,0.0098,0.1257,0.0033,0.606,0,0.0026,5e-04
155000,45000,0.543075186,0.133115191,0.069898186,0.013875692,315.6,0.0046,0,0,0,0.1457,0,0.4883,0.0158,0.0192,0.0254,3e-04,0,0,0,0.0092
155000,55000,0.542228924,0.109368077,0.074766105,0.02066206,282.4,0.0118,0,0,0,0.1648,0,0.7482,0.0302,0.0208,0,0,0,0,0,0.0053
155000,65000,0.562912414,0.110539576,0.075893934,0.020460528,264.2,0.0072,0,0.0091,1e-04,0.1041,0,0.8095,0.0595,0.0107,0,0,0,0,0,0
155000,75000,0.553848925,0.121707124,0.077143835,0.018040656,275.8,0.0439,0.0031,0.0098,0.0196,0.0677,0,0.7484,0.033,0.056,0,0,0,0,0.0187,0
155000,85000,0.590989798,0.08942127,0.069908514,0.021495348,247.5,0.0035,0,0,0,0.0197,0,0.9032,0.0095,0.0177,0.0468,0,0,0,0,0
155000,95000,0.533937496,0.116220819,0.092860109,0.018091829,289.3,0.0439,0.0099,0.0068,0.018,0.153,0,0.6941,0.0266,0.0261,0.0216,0,0,0,0,0
165000,105000,0.513666076,0.114429147,0.108436224,0.02553664,309.1,0.0018,0,0,1e-04,0.3769,0,0.5317,0.0301,0.0465,0.0133,0,0,0,0,0
165000,115000,0.46967924,0.12395597,0.083909395,0.017459364,284.8,0,0,0,0,0.0269,0,0.395,0.0491,0.2246,0.2564,0,0.0476,0,0,0
165000,125000,0.602069579,0.08727719,0.09309245,0.017228718,246.8,0.0134,0,0,0,0,0,0.9379,0.0085,0.0304,0.0103,0,0,0,0,0
165000,135000,0.609170473,0.079031993,0.1008583,0.020270214,247.4,0.0047,0,0,0,0,0,0.9752,0.0181,0,0.0025,0,0,0,0,0
165000,145000,0.59426383,0.085408908,0.100668814,0.021306519,247.3,0.007,0,0.0036,0.0073,0.004,0,0.9124,0.0439,0.0085,0.0058,0,0,0,0.0072,0
165000,155000,0.560942646,0.102523732,0.10093311,0.022800085,264.7,0.051,0.0256,0.0043,0.0138,0,0,0.8061,0.0725,0.0131,0.008,0,0,0,0.0061,0
165000,165000,0.514026838,0.106175231,0.100158822,0.019265786,291,0.0127,0,0.0146,0,0,0,0.6965,0.1069,0.0284,0.029,0,0.0664,0,0.0454,0
165000,175000,0.457941355,0.157913241,0.097312013,0.015103275,300.6,0.0083,0,0,0,0,0,0.4248,0.0714,0.153,0.2083,0,0.0615,0,0.0729,0
165000,185000,0.513043156,0.146856461,0.096584974,0.016615985,299.3,0.0141,0,0,0,0,0,0.5914,0.1046,0.1256,0.0686,0,0.0148,0,0.0811,0
165000,195000,0.370159403,0.074840175,0.087786823,0.011352328,320.9,0,0,0,0,0,0,0.1506,0.0147,0.6215,0.1302,0,0.073,0,0.0101,0
165000,205000,0.401241315,0.093119933,0.083274005,0.011437242,326.5,0,0,0,0,0,0,0.159,0.0387,0.2906,0.2883,0,0.2236,0,0,0
165000,215000,0.555729405,0.119335058,0.105316315,0.020068636,275.7,0.03,0,0,0.0043,0,0,0.7801,0.0522,0.0452,0.0462,0,0.0118,0,0.0303,0
165000,225000,0.530202355,0.095098779,0.0982907,0.019267798,261.5,0.0079,0,0,0,0,0,0.731,0.0307,0.0264,0.0459,0,0.1584,0,0,0
165000,235000,0.521856162,0.101977196,0.092661489,0.016197251,262.5,0,0,0,0,0,0,0.6555,0.0393,0.048,0.0871,0,0.1701,0,0,0
165000,245000,0.54109203,0.102063339,0.094546706,0.021456022,270.5,0.0126,0,0,0,0.0031,0,0.6911,0.0823,0.0641,0.0374,0,0.1075,0,0.0019,0
165000,255000,0.493587068,0.113750976,0.09043016,0.014887037,261.1,0,0,0,0,0.0092,0,0.5889,0.0192,0.0425,0.086,0,0.253,0,0.0016,0
165000,265000,0.508598362,0.108098517,0.088595364,0.016034114,258.4,0.005,0,0,0,0,0,0.5896,0.0665,0.0175,0.0281,0,0.2931,0,0,0
165000,275000,0.491179765,0.100546026,0.088876913,0.014788443,255.5,0.0082,0,0,0,0,0,0.5515,0.0551,0.034,0.1253,0,0.2262,0,0,0
165000,285000,0.473318473,0.096791061,0.090083117,0.01449913,266.8,0.0057,0,0,0,0,0,0.481,0.0866,0.0748,0.104,0,0.2411,0,0.007,0
165000,295000,0.4700586,0.120430598,0.091877607,0.015181242,272.5,0.0151,0,0,0.0028,0,0,0.4744,0.1189,0.0301,0.0374,0,0.2768,0,0.0446,0
165000,305000,0.480074166,0.091998043,0.098387838,0.015401521,291.3,0.0036,0,0,0,0,0,0.4948,0.1893,0.0341,0.0516,0,0.2247,0,0.002,0
165000,315000,0.533472167,0.098997577,0.104316453,0.018199697,287.4,0.0111,0,0,0,0,0,0.8169,0.0232,0.0287,0.0054,0,0.0968,0,0.0182,0
165000,325000,0.494883938,0.101978544,0.114990652,0.01621145,334.8,0.0211,0.0087,0.0047,0,0,0,0.6533,0.0456,0.1003,0.1041,0.0095,0.0347,0.0028,0.0033,0
165000,335000,0.50109807,0.173581365,0.09929777,0.015086985,346,0.072,0.0253,5e-04,0.007,0,0,0.4507,0.0108,0.0192,0.0242,0.0058,0.0041,0.0208,2e-04,0.0028
165000,345000,0.51814004,0.13990429,0.104851194,0.010479879,346.3,0.0065,0,0,0.0087,0,0,0.5684,0.0658,0.0427,0.0388,0.0049,0.0299,0.0143,0,0.002
165000,375000,0.428554107,0.099643257,0.101912583,0.012285014,337.9,0.0029,0,0,0,0,0,0.0916,0.0705,0.003,0.0485,0.002,0.2979,0,0,0.0192
165000,385000,0.368534498,0.083181222,0.096103249,0.014837832,323.4,0,0,0,0,0,0,0.0093,0.0264,0.0891,0.1343,0.0212,0.7132,5e-04,0.006,0
165000,55000,0.521846381,0.1154653,0.078483553,0.018879355,315.3,0.0252,8e-04,0,0.0058,0.2653,0,0.5965,0.0504,0.0162,0.0056,0,0,0,0,0.0105
165000,65000,0.539985481,0.125448426,0.077456373,0.019048518,294.6,0.086,0.0571,0.0093,0.0029,0.0649,0,0.7257,0.05,0.0028,8e-04,0,0,0,0,0
165000,75000,0.507156015,0.153543162,0.08105999,0.017502196,315.4,0.2616,0.0381,5e-04,0.0178,0.0647,0,0.5545,0.0345,0.0263,0,0,0,0,0,0.0021
165000,85000,0.583815426,0.095641066,0.068957474,0.018507004,248,0.0025,0,0.0011,0,0.009,0,0.8519,0.0229,0.0346,0.0781,0,0,0,0,0
165000,95000,0.502560695,0.113182511,0.085885816,0.016664925,298.1,0,0,0.0037,0,0.0576,0,0.5112,0.0191,0.2638,0.1348,0,0.01,0,0,0
175000,105000,0.581045854,0.104230724,0.090631947,0.021478721,269.8,0.0029,0,0,0,0.1581,0,0.8212,0.0177,0,0,0,0,0,0,0
175000,115000,0.612278811,0.099948138,0.081046991,0.020903991,248,0,0,0,0,0.024,0,0.9001,0.0282,0.035,0.0132,0,0,0,0,0
175000,125000,0.589789894,0.102834213,0.090031179,0.02128785,245.5,0.003,0,0,0,0,0,0.8601,0.0102,0.0427,0.0842,0,0,0,0,0
175000,135000,0.604612318,0.076096052,0.096391988,0.02001975,247.8,0.0109,0,0,0,0,0,0.9622,0.0128,0.0109,0.003,0,0,0,0,0
175000,145000,0.591601798,0.081407597,0.094616473,0.022235988,246.3,0.0065,0,0,0,0,0,0.9145,0.0399,0.0143,0.0251,0,0,0,0,0
175000,155000,0.540233766,0.101453615,0.094509936,0.017972616,284.6,0.0078,0,0,0,0,0,0.6484,0.0924,0.1042,0.1107,0,0.0367,0,0,0
175000,165000,0.523146862,0.105611607,0.096788552,0.017232009,293.4,0.0078,0,0.0026,0,0,0,0.592,0.1354,0.1271,0.1031,0,0.0322,0,0,0
175000,175000,0.545029183,0.146599329,0.097070466,0.019669795,274.7,0.0175,0,0.0069,0,0,0,0.7142,0.0302,0.0587,0.1229,0,0,0,0.0495,0
175000,185000,0.394337725,0.245164665,0.103508258,0.016616781,301.5,0.004,0,0,0,0.0027,0,0.4077,0.0482,0.037,0.0573,0,0.0044,0,0.439,0
175000,195000,0.398340722,0.166324964,0.097734682,0.014368363,298.7,0.0011,0,0,0,0,0,0.4076,0.0436,0.1628,0.1175,0,0.094,0,0.1736,0
175000,205000,0.545966291,0.113609405,0.098010812,0.020504264,262.9,0.0019,0,0,0.0026,0,0,0.7168,0.0398,0.082,0.0513,0,0.1002,0,0.0056,0
175000,215000,0.58352412,0.091601123,0.101039725,0.019566772,259.3,7e-04,0,0.0123,0,0,0,0.9291,0.0257,0.0102,2e-04,0,0.0219,0,0,0
175000,225000,0.550079863,0.089328355,0.098962345,0.021008558,276.7,0,0.0027,0.0031,0,0.0028,0,0.7856,0.0642,0.0326,0.0572,0,0.0519,0,0,0
175000,235000,0.554786621,0.099311274,0.101588799,0.020402266,273.7,0.0032,0,0,0,0.0123,0,0.8067,0.092,0.0156,0.0427,0,0.0275,0,0,0
175000,245000,0.509410484,0.118186225,0.093035445,0.017846196,264.4,0,0,0,0,0,0,0.5898,0.071,0.0291,0.0598,0,0.2507,0,0,0
175000,255000,0.495681406,0.098326555,0.090387416,0.015339657,259.2,0.0036,0,0,0,0,0,0.5529,0.0488,0.1979,0.0439,0,0.1529,0,0,0
175000,265000,0.529846249,0.101389894,0.096830477,0.019418506,260.9,0,0,0,0,0.0031,0,0.7175,0.0559,0.0808,0.0445,0,0.0985,0,0,0
175000,275000,0.582498842,0.083686367,0.096394439,0.021251509,263.5,0,0,0,0,0,0,0.9338,0.0125,0.0098,0.0241,0,0.0197,0,0,0
175000,285000,0.515528139,0.106092536,0.097988133,0.017151092,269,0,0,0,0,0,0,0.6174,0.0833,0.0881,0.0684,0,0.1432,0,0,0
175000,295000,0.498675226,0.117726195,0.098700799,0.016518803,294.1,0.0047,0,0,0,0.0019,0,0.625,0.0755,0.0767,0.0557,0,0.1169,0,0.0439,0
175000,305000,0.468174933,0.112305594,0.097109768,0.014914541,308.4,0.0027,0,0,0,0,0,0.2265,0.4466,0.0598,0.1594,0,0.0592,0,0.0459,0
175000,315000,0.50416277,0.136306927,0.104720889,0.015907009,324.5,0,0,0,0,0,0,0.4943,0.2429,0.0431,0.0586,0,0.0678,0,0.0934,0
175000,325000,0.495921755,0.082463066,0.10608424,0.017249033,323.2,0,0,0,0.0056,0,0,0.3512,0.4017,0.1105,0.093,0,0.0382,0,0,0
175000,335000,0.435905816,0.165109061,0.109167409,0.011433421,353.1,0.0128,0,0.0043,0.0021,0,0,0.239,0.2311,0.1015,0.2517,0,0.0065,0,0.151,0
175000,345000,0.419752648,0.113337894,0.102774834,0.014856684,325.7,0,0,0,0,0,0,0.1057,0.1946,0.0408,0.2539,0,0.3939,0,0.0113,0
175000,355000,0.45098751,0.123505522,0.113030076,0.011154938,339.4,0.0065,0,0,0,0,0,0.1711,0.271,0.0307,0.0307,0.0177,0.2055,0.0072,0.0033,0.0031
175000,385000,0.385036834,0.081127641,0.109221932,0.014865575,329.4,0,0,0,0,0,0,0.0023,0.1479,0.0787,0.1425,0.0084,0.6118,8e-04,0.0053,0
175000,395000,0.364839822,0.103265074,0.111518762,0.011237946,332.2,0.0126,0,0,0.0041,0,0,0.1566,0.1278,0.073,0.0504,0.0056,0.4184,0.0125,0.0185,0.0025
175000,405000,0.339058793,0.109669317,0.101203745,0.013522726,332.9,0,0,0,0.001,0,0,0.0412,0.1339,0.0127,0.0269,0.0157,0.2858,0.0107,0.0063,0.0027
175000,415000,0.308806376,0.091844482,0.090336672,0.009749585,325.9,0.0145,0,0,0,0,0,0,0.1538,0.0082,0.0054,0.0056,0.4241,0.006,0.027,0.0024
175000,55000,0.516246557,0.127509096,0.074130648,0.018351645,322.8,0,0,0,0,0.2225,0,0.4729,0.0561,0.012,0,0,0,0,0,0.0062
175000,65000,0.464071007,0.155738898,0.083906153,0.01851283,322.8,0.151,0.0101,0.0026,0.0224,0.0843,0,0.472,0.0651,0.0253,0,0,0,0.0028,0,0.0086
175000,75000,0.498626724,0.169083115,0.078037116,0.015946932,324.8,0.1229,0.0724,0,0.0325,0.0955,0,0.4261,0.0991,0.0309,0.001,0,0,0.012,0,0.0065
175000,85000,0.576181001,0.09324493,0.073031608,0.016791331,274.5,0.0097,0,0,0,0.0412,0,0.806,0.0661,0.0363,0.0408,0,0,0,0,0
175000,95000,0.5432854,0.106806591,0.080647196,0.015055917,309.9,0.0019,0,0,0.0048,0.0466,0,0.6143,0.0666,0.1419,0.1113,0,0.0128,0,0,0
185000,105000,0.553411219,0.117869126,0.084808765,0.016504216,303.9,0.0045,0.0016,0,0,0.0093,0,0.6512,0.0488,0.1254,0.0457,0,0.1137,0,0,0
185000,115000,0.585031191,0.101015782,0.087990894,0.018094052,261.7,0.0171,0.0033,0,0.0054,0.0034,0,0.8302,0.0013,0.0755,0.0284,0,0.0355,0,0,0
185000,125000,0.508389584,0.127197157,0.098093224,0.015405153,294.6,0,0,0,0,0,0,0.4889,0.0132,0.0609,0.1705,0.0274,0.2392,0,0,0
185000,135000,0.592849091,0.108087283,0.096024298,0.019742574,246.4,0.0252,0,0,0.0148,0,0,0.8625,0,0.0658,0.0256,0,0.0063,0,0,0
185000,145000,0.587027978,0.084704512,0.089371791,0.023184255,248.7,0.0026,0,0.0098,0,0,0,0.8695,0.0678,0.0256,0.025,0,0,0,0,0
185000,155000,0.494692593,0.108223611,0.096612172,0.015055969,285.6,0.0034,0,0,0,0,0,0.3668,0.1965,0.2214,0.2036,0,0.0085,0,0,0
185000,165000,0.439335054,0.101788811,0.095136294,0.013176527,284.8,0,0,0,0,0,0,0.1423,0.2072,0.2416,0.253,0,0.1559,0,0,0
185000,175000,0.567299516,0.118173908,0.102980885,0.024006191,247.4,0.0276,0.0082,0.0131,0,0.0206,0,0.8579,0.0398,0.0112,0.0221,0,0,0,0,0
185000,185000,0.563413896,0.143091702,0.094143125,0.021749476,256,0.0101,0,0,0,0.1001,0,0.8002,0.0327,0.0032,0,0,0.0026,0,0.051,0
185000,195000,0.507239112,0.178763572,0.102565449,0.020655744,290.8,0,0,0,0,0.1154,0,0.5626,0.0714,0.0353,0.0146,0,0.0547,0,0.146,0
185000,205000,0.505664584,0.203666601,0.104797983,0.018300092,286.5,0.0133,0,0,0.005,0.034,0,0.5725,0.0227,0.0544,0.0214,0,0.0703,0,0.2067,0
185000,215000,0.58315685,0.098799727,0.097307468,0.019261289,246.7,0.0042,0,0,0,0.0108,0,0.871,0,5e-04,0.007,0,0.1067,0,0,0
185000,225000,0.560204382,0.121214983,0.10589591,0.022541315,249.7,0.0096,0,2e-04,0.0043,0.0104,0,0.8519,0.0056,0.0037,0.0577,0,0.057,0,0,0
185000,235000,0.509022747,0.120818466,0.094496636,0.020021593,264.5,0.0426,0,0,0,0,0,0.6696,0.0085,0.0067,0.0194,0,0.2535,0,0,0
185000,245000,0.530764488,0.145812687,0.10706087,0.015076059,263.4,0,0,0,0,0,0,0.6634,0.0885,0,0,0,0.248,0,0,0
185000,255000,0.576010736,0.094592286,0.113266859,0.018098117,256.5,0.0032,0,0,0,0,0,0.8701,0.0321,5e-04,0.0429,0,0.0514,0,0,0
185000,265000,0.574627566,0.095992046,0.103140091,0.01669833,259.5,0.0442,0,0,0.0055,0.0055,0,0.8439,0.0454,0.0162,0.0147,0,0.0249,0,0,0
185000,275000,0.585402541,0.087750241,0.104765606,0.018702441,258.4,0,0,0.0039,0,0,0,0.8887,0.0349,0.0122,0.0237,0,0.0369,0,0,0
185000,285000,0.564739663,0.085979237,0.106114614,0.020376103,262.9,0.0069,0,0,0,0,0,0.8241,0.0164,0.0211,0.0366,0,0.0916,0,0.0033,0
185000,295000,0.533573218,0.085973589,0.095035406,0.01846666,267.1,0,0,0,4e-04,7e-04,0,0.8417,0.0308,0.023,0.0567,0,0.0374,0,0.0096,0
185000,305000,0.47819611,0.137532735,0.110551895,0.014990766,320.8,0.0185,0,0.003,0.0076,0,0,0.3667,0.3236,0.091,0.0699,0,0.0161,0,0.1037,0
185000,315000,0.474806219,0.114444606,0.097850404,0.012326725,321.5,0,0,0.003,0,0,0,0.2321,0.3499,0.1231,0.1617,0,0.085,0,0.0452,0
185000,325000,0.426166182,0.089742655,0.099723196,0.012130378,320,0,0,0,0,0,0,0.0282,0.4001,0.189,0.2091,0,0.1637,0,0.0103,0
185000,335000,0.4559934,0.092068571,0.106001182,0.014129,322.1,0.0157,0,0,0,0,0,0.0594,0.4716,0.0724,0.2373,0,0.1392,0,0.0046,0
185000,345000,0.418042492,0.103992502,0.107279007,0.012330191,324.7,0.0014,0,0,0,0,0,0.0604,0.3337,0.0184,0.1354,0,0.4435,0,0.0073,0
185000,355000,0.429822188,0.149983721,0.115334068,0.011773831,333.8,0.0267,0,0,0.0022,0,0,0.1835,0.3458,0.0391,0.1468,0,0.1126,1e-04,0.1187,0
185000,385000,0.3953355,0.080036179,0.10964759,0.012733025,331.8,0,0,0,0,0,0,0.0108,0.1835,0.0714,0.21,0,0.5244,0,3e-04,0
185000,395000,0.357477922,0.083005767,0.105246986,0.011248078,327.7,0.0075,0,0,0,0,0,0.095,0.0264,0.1212,0.2579,0.0094,0.4737,0,0.008,2e-04
185000,405000,0.316201987,0.071014415,0.0984028,0.011578164,321.8,0,0,0,0,0,0,6e-04,0.0627,0.1414,0.0513,2e-04,0.6978,0,0.0186,0.0093
185000,415000,0.306088478,0.068123216,0.088809042,0.012329575,319.6,5e-04,0,0,0,0,0,0,0.0646,0.0099,0.0062,0.0537,0.8404,0,0.0249,0
185000,425000,0.313795003,0.076147851,0.086476443,0.009252917,317.7,0.0213,0.0043,0.0036,0,0,0,0.0042,0.151,0.0131,0.0274,0.0354,0.6983,0.0013,0.0218,0.0043
185000,65000,0.446867919,0.144345645,0.093590084,0.015664426,323.9,0.0212,0.0091,0,0.0043,0.3336,0,0.234,0.0734,0.0187,0,0,0,0.0032,0,0.0066
185000,75000,0.486788558,0.143348421,0.086878086,0.016833793,321.6,0.0592,0.0362,0.0116,0.0125,0.2538,0,0.4623,0.0587,0.0381,0.0056,0,0,0.008,0,7e-04
185000,85000,0.566776463,0.09463104,0.077787547,0.021321364,291.5,0,0,0,0,0.0557,0,0.7668,0.03,0.0648,0.0832,0,0,0,0,0
185000,95000,0.562730821,0.106992093,0.088332981,0.020571707,287,0.0324,0.006,0,0.0013,0.0887,0,0.7881,0.054,0.0187,0.0107,0,0,0,0,0
195000,105000,0.51690447,0.121883855,0.086109089,0.013662066,313.7,0,0,0,0,0,0,0.5763,0.0324,0.1185,0.1015,0,0.1717,0,0,0
195000,115000,0.561826386,0.124617192,0.097938393,0.016358091,299.6,0.0033,0,0,0,0.0185,0,0.7353,0.0041,0.1262,0.051,0,0.062,0,0,0
195000,125000,0.409342277,0.11936228,0.092311061,0.010328921,309.2,0,0.001,0,0,0.0027,0,0.2096,0.013,0.2295,0.1469,0.012,0.3854,0,0,0
195000,135000,0.598760116,0.103581118,0.09378494,0.017721371,258.7,0.0048,0,0.0031,1e-04,0.0445,0,0.873,0.0027,0.0537,0.0183,0,0,0,0,0
195000,145000,0.592527236,0.090518785,0.094464368,0.018883323,247,0.0028,0,0,0.003,0.0025,0,0.894,0,0.0891,0.0087,0,0,0,0,0
195000,155000,0.528831272,0.101648326,0.089373376,0.017715418,283.9,0,0,0,0,0,0,0.6623,0.0059,0.1959,0.1133,0,0.0229,0,0,0
195000,165000,0.532589874,0.10344527,0.097327401,0.019772668,267.1,0,0,0.0034,0,0,0,0.7747,0.0201,0.0802,0.0858,0,0.0358,0,0,0
195000,175000,0.581824721,0.10054492,0.092705933,0.020028323,239.4,0.0025,0,0,0,0.021,0,0.8981,0.0141,0.0396,0.0251,0,0,0,0,0
195000,185000,0.567825465,0.101526203,0.096589975,0.021314175,251.2,0.0032,0,0,0.0067,0.0521,0,0.8348,0.0466,0.0095,0.0111,0,0.0364,0,0,0
195000,195000,0.543934362,0.10232056,0.093076306,0.022629196,262.4,0.0057,0,0,0,0.0798,0,0.7412,0.0429,0.0281,0.0156,0,0.0869,0,0,0
195000,205000,0.545223383,0.113231814,0.096100038,0.022459445,262.3,0,0,0,0,0.0336,0,0.7311,0.0683,0.0077,0.0413,0,0.118,0,1e-04,0
195000,215000,0.53118048,0.134849415,0.107473303,0.021043577,264.7,0.0078,0,0,0,0.0193,0,0.612,0.0589,0.0127,0.0409,0,0.2269,0,0.0217,0
195000,225000,0.431472406,0.17428139,0.110497741,0.018524528,268.4,0,0,0.0069,0,0.0201,0,0.4391,0.0927,0.0094,0.1455,0,0.2711,0,0.0154,0
195000,235000,0.538551187,0.122150855,0.091577864,0.018511013,263.6,0,0,0,0,0,0,0.7267,0.0208,0,0.008,0,0.2398,0,0.0047,0
195000,245000,0.576024562,0.108547695,0.099192679,0.017453209,251.7,0.0084,0,0.0067,0,0,0,0.8418,0.0189,0.0036,0.0152,0,0.0985,0,0.0071,0
195000,255000,0.572228724,0.175690545,0.103986567,0.018226071,256.3,0.0043,0,0,0,0.0117,0,0.7974,0,0.0089,0.0119,0,0.0312,0,0.1349,0
195000,265000,0.485208216,0.183886916,0.104028934,0.016065793,273.6,0.0041,0,0,0,0,0,0.5807,0.0121,0.0132,0.0276,0,0.1649,0,0.1974,0
195000,275000,0.517443767,0.113286556,0.094908414,0.012684404,259.9,2e-04,0,0,0,0,0,0.7016,0.0087,0.0749,0.0349,0,0.1799,0,0,0
195000,285000,0.519715727,0.111107202,0.10269356,0.015591847,291.4,0.0054,0,0.0052,0,0,0,0.6239,0.1513,0.0263,0.0748,0,0.0479,0,0.0656,0
195000,295000,0.526089516,0.097859479,0.103297208,0.018705221,265.1,0.0258,0,0,0,0,0,0.745,0.1307,0.0251,0.0197,0,0.0262,0,0.0273,0
195000,305000,0.474971464,0.090825803,0.108357265,0.016287187,298.4,0.0142,0,0,0,0,0,0.2632,0.5103,0.0851,0.0328,0,0.066,0,0.0288,0
195000,315000,0.433375847,0.159803733,0.099316789,0.013848824,308.9,0.0105,0,0,0,0,0,0.0407,0.5025,0.0411,0.0773,0,0.1493,0,0.1788,0
195000,325000,0.432969373,0.156569706,0.105825804,0.014607077,319.5,0,0,0,0,0,0,0.0092,0.5883,0.059,0.1254,0,0.0504,0,0.1678,0
195000,335000,0.404619231,0.105505147,0.086546184,0.010157428,321.9,0,0,0,0,0,0,0.0311,0.32,0.1343,0.251,0,0.2611,0,0.0026,0
195000,345000,0.432249953,0.088138037,0.108702857,0.011344417,324.4,0,0,0,0,0,0,0.123,0.3428,0.062,0.2562,0,0.2143,0,0.002,0
195000,355000,0.441945462,0.146642534,0.102024642,0.012130442,350.4,0.0125,0,0,0,0,0,0.4583,0.1843,0.0357,0.144,0,0.0396,0,0.1251,0
195000,365000,0.403437077,0.106069863,0.09554181,0.011249319,337.3,0,0,0.0028,0,0,0,0.28,0.1154,0.0491,0.1388,0,0.3698,0,0.0296,0
195000,375000,0.467985093,0.104555841,0.114697941,0.011486428,353,0.0232,0.008,0,9e-04,0,0,0.5625,0.0916,0.0419,0.0314,0,0.1301,0.0207,0,0.0047
195000,385000,0.400728083,0.110293533,0.110163767,0.014181042,333.5,0,0,0,0,0,0,0.1643,0.1294,0.0574,0.1819,0.0597,0.3663,0,0.0414,0
195000,395000,0.346018634,0.095462628,0.106682696,0.009250583,323.8,0,0,0,0,0,0,0.0059,0.0072,0.1041,0.1695,0.0847,0.6258,0,0.0031,0
195000,405000,0.344843814,0.085823986,0.103301222,0.01178079,321.7,0,0,0,0,0,0,0.0434,0.0227,0.0706,0.1601,0.0095,0.6777,0,0.0161,0
195000,415000,0.28398434,0.075474041,0.105762981,0.014097884,316.9,0,0,0,0,0,0,0,0.0166,0.0075,0.0426,0.3439,0.5699,0,0.0195,0
195000,425000,0.318727307,0.099596105,0.102515802,0.012396477,315.4,3e-04,0,0,0,0,0,0.0907,0.0445,0.0214,0.0625,0.1395,0.6256,0,0.0157,0
195000,435000,0.418656062,0.137130727,0.114581192,0.010922233,344.3,0.0129,0,0.0026,0.0048,0,0,0.246,0.055,0.0034,0.0318,0.0477,0.0984,0.0148,0.0048,0.0012
195000,65000,0.489811696,0.119795479,0.088343484,0.021649638,327.4,0.0051,0,0,0,0.3274,0,0.3135,0.0889,0,0,0,0,0,0,0.0072
195000,75000,0.52020389,0.105183191,0.089287113,0.024303074,323.2,0.0075,0,0.005,0.0057,0.2681,0,0.5285,0.1528,0.032,0,0,0,0,0,0
195000,85000,0.569583888,0.092710234,0.07335349,0.017699444,301.7,0,0,0,0,0.0406,0,0.7513,0.0142,0.1196,0.0741,0,0,0,0,0
195000,95000,0.56767303,0.102424077,0.092313373,0.016595031,284.6,0.0044,0,0,0,0.0991,0,0.8213,0.0337,0.0269,0.015,0,0,0,0,0
205000,105000,0.474606556,0.122966768,0.084723928,0.016530886,318.3,0,0,0,0,0.0021,0,0.3957,6e-04,0.155,0.1274,0,0.3193,0,0,0
205000,115000,0.514228525,0.144638691,0.11148712,0.017806149,318.2,0.0089,0,0,0,0.1341,0,0.5438,0.0132,0.1127,0.0678,0,0.1193,0,0,0
205000,125000,0.522675676,0.121182018,0.101358593,0.019290101,312.3,0.0187,0.0098,0.0159,0.0044,0.2116,0.0132,0.5845,0.0029,0.088,0.0175,0,0.0337,0,0,0
205000,135000,0.593431027,0.104244101,0.09293156,0.021558267,277.2,0.0107,0.0043,0.0044,0.0073,0.1039,0,0.8621,0.0075,0,0,0,0,0,0,0
205000,145000,0.592268915,0.095925047,0.09470876,0.020277015,258.1,0.0151,0,0,0,0.0307,0,0.9076,0.0177,0.012,0.0173,0,0,0,0,0
